"i","j","rho","gini","o_bar","raw","gini","over","cw","oracle","seed"
12,13,0.0853624924986454,0.208755171734885,-0.018109537793928,0.0853624924986454,0.0675426307173728,0,0,0.120238238861541,202608260003
12,14,0.0412559160024718,0.206474670400024,0.00291237019174863,0.0412559160024718,0.0327376143438103,0.000120152499998884,9.53440521638756e-05,0.000804699705880942,202608260003
12,15,-0.0185274524445066,0.230005828474781,0.00802785266451006,0.0185274524445066,0.0142660303954807,0.000148735658473215,0.000114525590122341,0.0664847068236955,202608260003
13,14,-0.0697656604266049,0.197632725988308,0.00909376438387555,0.0697656604266049,0.0559776827761203,0.000634432478005015,0.000509047857921367,0.0531395455793126,202608260003
13,15,-0.0636301159017198,0.220527073563584,-0.000637303379079438,0.0636301159017198,0.0495979526514019,0,0,0.0504980211755679,202608260003
14,15,0.0296310495222222,0.225815809453184,-0.00294056238832773,0.0296310495222222,0.0229398900894142,0,0,0.185203910311396,202608260003
1,6,0.163494834623213,0.197368863363677,0.00829875525301248,0.163494834623213,0.131226044947797,0.00135680361766979,0.00108901282984258,0.865598250881045,202608260003
2,7,0.178832923496263,0.138195611789488,0.00205769368520704,0.178832923496263,0.154118998225594,0.000367983377385374,0.000317129689419241,0.929656035826482,202608260003
3,8,0.195626662634456,0.150984808800419,-0.00035443415244954,0.195626662634456,0.166090008380329,0,0,0.884094517025263,202608260003
4,9,0.206191026709604,0.0593700507859385,0.0142168185749197,0.206191026709604,0.19394945498225,0.00293138041850686,0.00275734421418721,0.933555743113767,202608260003
5,10,0.13504828553966,0.139162940669017,0.00699716086661727,0.13504828553966,0.116254568991652,0.000944954578681865,0.000813451920713845,0.90067871327447,202608260003
6,11,0.164005371847346,0.192381968168406,0.0303206857643911,0.164005371847346,0.132453695621163,0.00497275534345551,0.00401608688326158,0.664226306423551,202608260003
1,2,0.274678618283053,0.167282824547198,0.127092333680541,0.274678618283053,0.228729603173943,0.0349095466097397,0.0290697790492004,0.27467861828314,202608260004
1,3,0.344223006838253,0.0862870215546923,0.135682423032157,0.344223006838253,0.31452102882758,0.0467050116312289,0.0426749752858929,0.344223006838381,202608260004
1,4,0.175458003643662,0.0785966205781246,0.111125189581003,0.175458003643662,0.161667597503886,0.0194978039184063,0.0179653424217246,0.175458003643795,202608260004
1,5,0.2873326105468,0.150232813124471,0.125957008178385,0.2873326105468,0.244165824161956,0.03619155597656,0.0307543967108496,0.287332610546839,202608260004
2,3,0.324251834501035,0.170714570076193,0.154915216771904,0.324251834501035,0.268897321977774,0.0502315432304154,0.0416562869235714,0.324251834501042,202608260004
2,4,0.266140026104399,0.196703106200068,0.127700642248583,0.266140026104399,0.213789456285497,0.0339862522615864,0.0273010508736332,0.266140026104416,202608260004
2,5,0.282581100959255,0.247163060219715,0.121843501110658,0.282581100959255,0.212737491285909,0.03443067068858,0.0259206807557733,0.282581100959335,202608260004
3,4,0.252423022401556,0.0822914976386122,0.142519645167454,0.252423022401556,0.231650753849667,0.0359752395847662,0.0330147832414279,0.252423022401516,202608260004
3,5,0.366559778677271,0.152050240570331,0.125989179904664,0.366559778677271,0.310824276145984,0.0461825659015845,0.0391604956460934,0.3665597786773,202608260004
4,5,0.26877996683043,0.180094602031003,0.103243954900847,0.26877996683043,0.220374145670198,0.0277499067736921,0.0227522983568866,0.268779966830543,202608260004
6,7,0.187149919937982,0.193631353263822,0.082143501292873,0.187149919937982,0.150911827677174,0.0153731496903867,0.0123964259119098,0.187149919937721,202608260004
6,8,0.265532353123974,0.278569707173748,0.0909189122545515,0.265532353123974,0.191563083269073,0.0241419127144232,0.0174167071589522,0.265532353123768,202608260004
6,9,0.20052036335318,0.196914962016165,0.0777413742399717,0.20052036335318,0.161034903620021,0.0155887286101747,0.0125190747080218,0.200520363353656,202608260004
6,10,0.132990900094185,0.199438188828608,0.0878252743930794,0.132990900094185,0.106467435848714,0.0116799622925544,0.0093505317673409,0.132990900094154,202608260004
7,8,0.295769916205521,0.160653134826899,0.128575666845674,0.295769916205521,0.248253551979615,0.0380288142090139,0.0319193659925861,0.295769916205495,202608260004
7,9,0.301592846496301,0.071456256921373,0.114552351896336,0.301592846496301,0.280042150571413,0.0345481698812619,0.0320794869780632,0.301592846496315,202608260004
7,10,0.227595271470167,0.0481107577690341,0.0901320965413807,0.227595271470167,0.216645490495088,0.0205136389805108,0.0195267122645581,0.227595271470198,202608260004
8,9,0.40540034981983,0.15941251418908,0.120975515733588,0.40540034981983,0.340774460801918,0.0490435163980308,0.0412253661443473,0.405400349819847,202608260004
8,10,0.289303122811402,0.172405760271072,0.0988834960576757,0.289303122811402,0.239425597974307,0.0286073042039945,0.023675240173399,0.289303122811407,202608260004
9,10,0.240612258848817,0.0577852574890609,0.110132242404114,0.240612258848817,0.226708417516214,0.0264991676169394,0.0249679063929487,0.240612258848791,202608260004
11,12,-0.000619973621484705,0.180799389169009,-0.00264586846075314,0.000619973621484705,0.000507882769419372,0,0,0.0450583672923758,202608260004
11,13,-0.119712434139963,0.180785202039697,-0.0101614163670345,0.119712434139963,0.098070197547306,0,0,0.191815276223985,202608260004
11,14,0.011277416831084,0.188554300750195,-0.00903913425070885,0.011277416831084,0.00915101138623045,0,0,0.210856500689077,202608260004
11,15,0.0664550650182756,0.190497362040289,-0.00725143525145504,0.0664550650182756,0.0537955504380782,0,0,0.294986044397491,202608260004
12,13,0.0234443466673038,0.216206710510502,-0.0363527140930855,0.0234443466673038,0.0183755215942982,0,0,0.0329181616802542,202608260004
12,14,-0.00390640766683252,0.216175332452935,-0.00604183882056619,0.00390640766683252,0.00306193869075831,0,0,0.197055852696094,202608260004
12,15,-0.0289497919448346,0.223349165335941,0.00227331923290999,0.0289497919448346,0.0224838800773067,6.58121188169353e-05,5.1113037010183e-05,0.0787496006549911,202608260004
13,14,-0.0568445509888333,0.224304579770892,-0.0159956014896479,0.0568445509888333,0.044094057867018,0,0,0.131500652557704,202608260004
13,15,-0.0579092723403321,0.229399059352476,-0.0131596655343039,0.0579092723403321,0.0446249397376736,0,0,0.0363246134661994,202608260004
14,15,-0.0102758161424025,0.224043408491756,0.000895467447508189,0.0102758161424025,0.00797358726882406,9.20165885210063e-06,7.14008783909767e-06,0.206398506787072,202608260004
1,6,0.214921951588229,0.194063341094104,-0.00867163344148854,0.214921951588229,0.173213479588552,0,0,0.897521306381091,202608260004
2,7,0.146968331262528,0.1697041120049,-0.0227039096961333,0.146968331262528,0.122027201112779,0,0,0.716005191852516,202608260004
3,8,0.168302339443096,0.172548529262529,-0.00541337655311749,0.168302339443096,0.139262018300747,0,0,0.933682939782284,202608260004
4,9,0.178495689324189,0.0810414727479574,-0.0425796422378165,0.178495689324189,0.164030135782194,0,0,0.972819939455247,202608260004
5,10,0.030563223850588,0.155648341599695,-0.039088218303047,0.030563223850588,0.0258061087443038,0,0,0.889714554525066,202608260004
6,11,0.203838749451521,0.232998156126447,0.0296025992343063,0.203838749451521,0.156344696682196,0.00603415680843554,0.00462820939829221,0.951469336484597,202608260004
1,2,0.238177825692972,0.189186879339133,0.135296378756377,0.238177825692972,0.193117706122339,0.0322245973163266,0.0261281263120906,0.238177825694959,202608260005
1,3,0.234742877528246,0.117586882965855,0.10439918611925,0.234742877528246,0.207140194261264,0.0245069653612397,0.0216252676934593,0.234742877528117,202608260005
1,4,0.181811131735216,0.0973419609570902,0.116601726550401,0.181811131735216,0.164113279648282,0.0211994918664085,0.0191358917568384,0.181811131735334,202608260005
1,5,0.10419690413348,0.182404367908875,0.111125396405043,0.10419690413348,0.085190933696951,0.0115789222760112,0.00946687627718941,0.104196904133677,202608260005
2,3,0.287603815815749,0.17437714391148,0.138899028714977,0.287603815815749,0.237452283835755,0.0399478906715287,0.0329818915909395,0.287603815815839,202608260005
2,4,0.333309074758369,0.179750129666232,0.122879143587522,0.333309074758369,0.27339672535162,0.0409567336562577,0.0335947554708401,0.333309074758458,202608260005
2,5,0.379068830659014,0.26409615466811,0.109346079603919,0.379068830659014,0.278958210127431,0.041449690532605,0.0305029866507608,0.379068830658891,202608260005
3,4,0.270117318793493,0.0571439843171706,0.126012550348481,0.270117318793493,0.254681738964561,0.0340381722344617,0.0320930954541105,0.270117318793505,202608260005
3,5,0.283515920363881,0.159539116805631,0.115789060567619,0.283515920363881,0.238284040828692,0.0328280420748977,0.0275906852358104,0.283515920364068,202608260005
4,5,0.239454768721915,0.163255194955068,0.120672095191733,0.239454768721915,0.200362533771298,0.0288955086453254,0.024178166748107,0.239454768722111,202608260005
6,7,0.125712425402734,0.18566175352849,0.0886908191511502,0.125712425402734,0.102372436062143,0.0111495379864463,0.0090794952128502,0.125712425402874,202608260005
6,8,0.254638369307448,0.282995023375056,0.0722255151104274,0.254638369307448,0.182576978033101,0.0183913873901097,0.0131867162857459,0.254638369307209,202608260005
6,9,0.145069274454845,0.209595855881111,0.107445285868687,0.145069274454845,0.11466335571343,0.0155870096645638,0.0123200370332924,0.145069274455049,202608260005
6,10,0.262538617692646,0.196429360215742,0.101404728656719,0.262538617692646,0.210968324987354,0.0266226572890327,0.0213931857505051,0.262538617692651,202608260005
7,8,0.155915347087559,0.171871722953868,0.107942020833281,0.155915347087559,0.12911790774867,0.0168298176435536,0.0139372478881566,0.155915347086912,202608260005
7,9,0.190829084141511,0.0949960277867268,0.116290539317191,0.190829084141511,0.172701079161888,0.022191617112222,0.0200835016363969,0.190829084141187,202608260005
7,10,0.299398812286614,0.0362364467481771,0.116823462382729,0.299398812286614,0.288549663168723,0.034976805884599,0.0337093707207404,0.299398812286472,202608260005
8,9,0.252145824847873,0.189970713201678,0.116690291332894,0.252145824847873,0.204245502670698,0.0294229697598711,0.023833467210077,0.252145824847994,202608260005
8,10,0.283078030511197,0.183420058320796,0.126071599818754,0.283078030511197,0.231155841645498,0.0356881001800888,0.0291421867636985,0.283078030511196,202608260005
9,10,0.397940741769458,0.0878611192982772,0.118204608476413,0.397940741769458,0.362977222783207,0.0470384295776723,0.0429055805049448,0.397940741769725,202608260005
11,12,0.0323527643319419,0.172760917533047,-0.00936686547156361,0.0323527643319419,0.0267634710812252,0,0,0.107357304638179,202608260005
11,13,0.0233099481033239,0.165789628985388,-0.00980553585807876,0.0233099481033239,0.0194454004556052,0,0,0.213385377543969,202608260005
11,14,-0.105963967272757,0.173509047703148,0.00951348924089143,0.105963967272757,0.0875782602204135,0.00100808706257155,0.000833174836342894,0.133925193871818,202608260005
11,15,0.0438416932748936,0.14848750499002,0.0186154891630214,0.0438416932748936,0.037331749625967,0.00081613456604729,0.000694948780598815,0.160150037479365,202608260005
12,13,-0.0844461450987075,0.206590092461736,0.0300052693014732,0.0844461450987075,0.0670004081747284,0.002533829325158,0.00201036529059135,0.0526976301279939,202608260005
12,14,0.0357367831427955,0.213391134497329,-0.00652385872563004,0.0357367831427955,0.0281108704446694,0,0,0.0190477906061765,202608260005
12,15,0.0263290237065816,0.204592884894628,0.0196166563169378,0.0263290237065816,0.0209422927899931,0.000516487409212519,0.000410817760149978,0.089710799471934,202608260005
13,14,0.0166763072301414,0.211032224421566,0.00216512042551015,0.0166763072301414,0.0131570690202272,3.61062134060617e-05,2.84866388755407e-05,0.0118310227939919,202608260005
13,15,0.102787365624081,0.191720586782934,0.00738548429997748,0.102787365624081,0.0830809115727602,0.000759134475052695,0.000613592768048438,0.0656142140600209,202608260005
14,15,0.0515387438595906,0.208971628834445,0.0106409106513611,0.0515387438595906,0.0407686086071707,0.000548419168493287,0.000433815121569213,0.0603758953235447,202608260005
1,6,0.169870590589255,0.2101154628354,-0.00200472108803079,0.169870590589255,0.134178152825471,0,0,0.928134113573058,202608260005
2,7,0.233829782698498,0.167303200503896,0.0263066584320851,0.233829782698498,0.194709311679909,0.00615128022469809,0.00512215135590977,0.977230737009268,202608260005
3,8,0.106628512144299,0.184078807438739,0.000531746020058502,0.106628512144299,0.0870004627898091,5.66992869574905e-05,4.62621498317288e-05,0.966462152913049,202608260005
4,9,0.321180127671541,0.0893325113944761,0.0037998570942127,0.321180127671541,0.292488300256644,0.00122043858665285,0.00111141374270442,0.941482266322069,202608260005
5,10,0.232456341168206,0.164208321220745,-0.00268262155725989,0.232456341168206,0.194285075627858,0,0,0.780137535355289,202608260005
6,11,0.269114345705864,0.211941886672821,0.0103116863116333,0.269114345705864,0.212077743546241,0.00277502271487932,0.00218687916512786,0.856247585058594,202608260005
1,2,0.337892144671014,0.162110980622431,0.134470160357552,0.337892144671014,0.28311611775378,0.0454364108774684,0.0380706697541583,0.337892144671113,202608260006
1,3,0.211615057222102,0.141591728054353,0.135456706705542,0.211615057222102,0.181652115587703,0.0286646787406107,0.0246059973436048,0.211615057220744,202608260006
1,4,0.272646558671274,0.0973702442675415,0.122735208760674,0.272646558671274,0.246098896654748,0.0334633322963981,0.0302049994566919,0.272646558671144,202608260006
1,5,0.321291695579172,0.138194182056123,0.125007489555886,0.321291695579172,0.276891052507184,0.0401638682795063,0.0346134553544101,0.321291695579229,202608260006
2,3,0.296765619593772,0.165840872355311,0.126022352688376,0.296765619593772,0.247549750355277,0.0373991015782309,0.0311968019471922,0.29676561959384,202608260006
2,4,0.228924371471585,0.165511284480357,0.137100598958138,0.228924371471585,0.191034804700464,0.0313856684448695,0.0261909861462845,0.228924371471564,202608260006
2,5,0.27108344452166,0.215886007400339,0.136306285672604,0.27108344452166,0.212560322011547,0.0369503774300828,0.0289733079747667,0.271083444521579,202608260006
